ID	LABEL	SubClass Of	ID	LABEL	SubClass Of
MOP:0003106	O-arachidoylation	arachidoylation			
MOP:0003107	O-behenoylation	behenoylation			
MOP:0003108	O-cerotoylation	cerotoylation			
MOP:0003109	O-decanoylation	decanoylation			
MOP:0003110	O-dodecenoylation	dodecenoylation			
MOP:0003111	O-eleostearoylation	eleostearoylation			
MOP:0003112	O-mycolylation	mycolylation			
MOP:0003113	O-nervonoylation	nervonoylation			
MOP:0003114	O-octanoylation	octanoylation			
MOP:0003115	O-palmitoleoylation	palmitoleoylation			
MOP:0003116	O-palmitoylation	palmitoylation			
MOP:0003117	O-stearoylation	stearoylation			
MOP:0003118	O-undecanoylation	undecanoylation			
MOP:0003119	O-valerylation	valerylation			
MOP:0003120	O-hexanoylation	hexanoylation			
MOP:0003121	O-heptanoylation	heptanoylation			
MOP:0003122	O-nonanoylation	nonanoylation			
MOP:0003123	O-lauroylation	lauroylation			
MOP:0003124	O-myristoylation	myristoylation			
MOP:0003125	O-docosenoylation	docosenoylation			
MOP:0003126	O-cetoleoylation	cetoleoylation			
MOP:0003127	O-erucoylation	erucoylation			
MOP:0003128	O-icosenoylation	icosenoylation			
MOP:0003129	O-gadelaidoylation	gadelaidoylation			
MOP:0003130	O-gadoleoylation	gadoleoylation			
MOP:0003131	O-gondoylation	gondoylation			
MOP:0003132	O-heptatrienoylation	heptatrienoylation			
MOP:0003133	O-trans,trans-hepta-2,4,6-trienoylation	trans,trans-hepta-2,4,6-trienoylation			
MOP:0003134	O-octadecenoylation	octadecenoylation			
MOP:0003135	O-octadec-6-enoylation	octadec-6-enoylation			
MOP:0003136	O-petroselaidoylation	petroselaidoylation			
MOP:0003137	O-petroselinoylation	petroselinoylation			
MOP:0003138	O-vaccenoylation	vaccenoylation			
MOP:0003139	O-cis-vaccenoylation	cis-vaccenoylation			
MOP:0003140	O-trans-vaccenoylation	trans-vaccenoylation			
MOP:0003141	O-octadec-9-enoylation	octadec-9-enoylation			
MOP:0003142	O-oleoylation	oleoylation			
MOP:0003143	O-elaidoylation	elaidoylation			
MOP:0003144	O-margaroylation	margaroylation			
MOP:0003145	O-melissoylation	melissoylation			
MOP:0003146	O-myristoleoylation	myristoleoylation			
MOP:0003147	O-obtusiloylation	obtusiloylation			
MOP:0003148	O-lignoceroylation	lignoceroylation			
MOP:0003149	O-linoleoylation	linoleoylation			
MOP:0003150	O-parinaroylation	parinaroylation			
MOP:0003151	O-cis-parinaroylation	cis-parinaroylation			
MOP:0003152	O-trans-parinaroylation	trans-parinaroylation			
MOP:0003153	O-gamma-glutamylation	gamma-glutamylation			
MOP:0003154	O-L-gamma-glutamylation	L-gamma-glutamylation			
MOP:0003155	O-D-gamma-glutamylation	D-gamma-glutamylation			
MOP:0003156	O-glucuronosylation	glucuronosylation			
MOP:0003157	O-D-glucuronoylation	D-glucuronoylation			
MOP:0003158	O-glyceroyl 2,3-dihydroxypropanoylation	glyceroyl 2,3-dihydroxypropanoylation			
MOP:0003159	O-glycerylation	glycerylation			
MOP:0003160	O-glycidoyl 2,3-epoxypropanoylation	glycidoyl 2,3-epoxypropanoylation			
MOP:0003161	O-glycoloylation	glycoloylation			
MOP:0003162	O-glycosylation	glycosylation			
MOP:0003163	O-galactosylation	galactosylation			
MOP:0003164	O-beta-D-galactosylation	beta-D-galactosylation			
MOP:0003165	O-alpha-L-fucosyl-1,2-beta-D-galactosylation	alpha-L-fucosyl-1,2-beta-D-galactosylation			
MOP:0003166	O-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation			
MOP:0003167	O-alpha-N-acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation	alpha-N-acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation			
MOP:0003168					
MOP:0003169	O-glucosylation	glucosylation			
MOP:0003170	O-D-galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylation	D-galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylation			
MOP:0003171	O-D-galactosyl-1,4beta-D-glucosylation	D-galactosyl-1,4beta-D-glucosylation			
MOP:0003172					
MOP:0003173	O-alpha-glucosylation	alpha-glucosylation			
MOP:0003174	O-beta-glucosylation	beta-glucosylation			
MOP:0003175	O-D-galactosyl-(1->4)-beta-D-glucosylation	D-galactosyl-(1->4)-beta-D-glucosylation			
MOP:0003176	O-glycosaminylation	glycosaminylation			
MOP:0003177	O-galactosaminylation	galactosaminylation			
MOP:0003178	O-N-acetyl-D-galactosaminylation	N-acetyl-D-galactosaminylation			
MOP:0003179	O-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation			
MOP:0003180	O-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation			
MOP:0003181	O-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation			
MOP:0003182	O-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation	beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation			
MOP:0003183	O-beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation	beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation			
MOP:0003184	O-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation	beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation			
MOP:0003185	O-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation	beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation			
MOP:0003186	O-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation			
MOP:0003187	O-N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation			
MOP:0003188	O-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation			
MOP:0003189	O-glucosaminylation	glucosaminylation			
MOP:0003190	O-N-acetyl-D-glucosaminylation	N-acetyl-D-glucosaminylation			
MOP:0003191	O-1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation	1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation			
MOP:0003192	O-3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation	3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation			
MOP:0003193	O-1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation	1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation			
MOP:0003194	O-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0003195	O-alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0003196	O-alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation	alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation			
MOP:0003197	O-beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation	beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation			
MOP:0003198	O-N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0003199	O-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0003200	O-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0003201	O-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation			
MOP:0003202	O-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0003203	O-N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0003204	O-iduronosylation	iduronosylation			
MOP:0003205	O-5'-inosinylation	5'-inosinylation			
MOP:0003206	O-mannosylation	mannosylation			
MOP:0003207	O-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation	(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation			
MOP:0003208	O-alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation	alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation			
MOP:0003209					
MOP:0003210	O-alpha-mannosylation	alpha-mannosylation			
MOP:0003211	O-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation			
MOP:0003212	O-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation			
MOP:0003213	O-N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation			
MOP:0003214	O-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation			
MOP:0003215	O-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation			
MOP:0003216	O-alpha-D-mannosyl-(1->3)-beta-D-mannosylation	alpha-D-mannosyl-(1->3)-beta-D-mannosylation			
MOP:0003217	O-neuraminosylation	neuraminosylation			
MOP:0003218	O-neuraminoylation	neuraminoylation			
MOP:0003219	O-ribosylation	ribosylation			
MOP:0003220	O-adenosinediphosphoribosylation	adenosinediphosphoribosylation			
MOP:0003221					
MOP:0003222	O-2-deoxyribosylation	2-deoxyribosylation			
MOP:0003223	O-sialosylation	sialosylation			
MOP:0003224	O-hemicystylation	hemicystylation			
MOP:0003225	O-mevalonoylation	mevalonoylation			
MOP:0003226	O-montanoylation	montanoylation			
MOP:0003227	O-muramylation	muramylation			
MOP:0003228	O-nucleotidylation	nucleotidylation			
MOP:0003229	O-5'-adenylylation	5'-adenylylation			
MOP:0003230	O-5'-cytidylylation	5'-cytidylylation			
MOP:0003231	O-5'-thymidylylation	5'-thymidylylation			
MOP:0003232	O-5'-uridylylation	5'-uridylylation			
MOP:0003233	O-5'-guanylylation	5'-guanylylation			
MOP:0003234	O-5'-ribothymidylylation	5'-ribothymidylylation			
MOP:0003235	O-5'-inosinylylation	5'-inosinylylation			
MOP:0003236	O-pantothenylation	pantothenylation			
MOP:0003237	O-pantoylation	pantoylation			
MOP:0003238	O-peptidylation	peptidylation			
MOP:0003239	O-phthalylation	phthalylation			
MOP:0003240	O-propionylation	propionylation			
MOP:0003241	O-pyruvoylation	pyruvoylation			
MOP:0003242	O-retinoylation	retinoylation			
MOP:0003243	O-sialoylation	sialoylation			
MOP:0003244	O-3-carboxypropanoylation	3-carboxypropanoylation			
MOP:0003245	O-trienoylation	trienoylation			
MOP:0003246	O-anilinocarbonylation	anilinocarbonylation			
MOP:0003247	O-pteroylation	pteroylation			
MOP:0003248	O-3-carboxyprop-2-enoylation	3-carboxyprop-2-enoylation			
MOP:0003249	O-(Z)-3-carboxyprop-2-enoylation	(Z)-3-carboxyprop-2-enoylation			
MOP:0003250	O-(E)-3-carboxyprop-2-enoylation	(E)-3-carboxyprop-2-enoylation			
MOP:0003251	O-2,6-dichlorobenzoylation	2,6-dichlorobenzoylation			
MOP:0003252	O-alpha-muramylation	alpha-muramylation			
MOP:0003253	O-beta-muramylation	beta-muramylation			
MOP:0003254	O-dihydrolipoylation	dihydrolipoylation			
MOP:0003255	O-sinapoylation	sinapoylation			
MOP:0003256	O-carboxyacetylation	carboxyacetylation			
MOP:0003257	O-divalent carboacylation	divalent carboacylation			
MOP:0003258	O-aspartoylation	aspartoylation			
MOP:0003259	O-L-aspartoylation	L-aspartoylation			
MOP:0003260	O-D-aspartoylation	D-aspartoylation			
MOP:0003261	O-citraconoylation	citraconoylation			
MOP:0003262	O-glutamoylation	glutamoylation			
MOP:0003263	O-D-glutamoylation	D-glutamoylation			
MOP:0003264	O-L-glutamoylation	L-glutamoylation			
MOP:0003265	O-maloylation	maloylation			
MOP:0003266	O-phthaloylation	phthaloylation			
MOP:0003267	O-succinylation	succinylation			
MOP:0003268	O-butenedioylation	butenedioylation			
MOP:0003269	O-fumaroylation	fumaroylation			
MOP:0003270	O-maleoylation	maleoylation			
MOP:0003271	O-hexanedioylation	hexanedioylation			
MOP:0003272	O-malonylation	malonylation			
MOP:0003273	O-ornithylation	ornithylation			
MOP:0003274	O-L-ornithylation	L-ornithylation			
MOP:0003275	O-half-cystylation	half-cystylation			
MOP:0003276	O-L-tyrosin-O(4)-ylation	L-tyrosin-O(4)-ylation			
MOP:0003277	O-L-threonin-O(3)-ylation	L-threonin-O(3)-ylation			
MOP:0003278	O-D-tyrosin-O(4)-ylation	D-tyrosin-O(4)-ylation			
MOP:0003279	O-D-threonin-O(3)-ylation	D-threonin-O(3)-ylation			
MOP:0003280	O-tyrosin-O(4)-ylation	tyrosin-O(4)-ylation			
MOP:0003281	O-threonin-O(3)-ylation	threonin-O(3)-ylation			
MOP:0003282	O-oxalylation	oxalylation			
MOP:0003283	O-fumagillin-2-ylation	fumagillin-2-ylation			
MOP:0003284	O-acetoacetylation	acetoacetylation			
MOP:0003285	O-alpha-linolenoylation	alpha-linolenoylation			
MOP:0003286	O-gamma-linolenoylation	gamma-linolenoylation			
MOP:0003287	O-carbamimidoylation	carbamimidoylation			
MOP:0003288	O-formimidoylation	formimidoylation			
MOP:0003289	O-trifluoroacetylation	trifluoroacetylation			
MOP:0003290	O-carboxymethylation	carboxymethylation			
MOP:0003291	O-methylenecarbonylation	methylenecarbonylation			
MOP:0003292	O-N-hydroxyacetimidoylation	N-hydroxyacetimidoylation			
MOP:0003293	O-acryloylation	acryloylation			
MOP:0003294	O-tert-butoxycarbonylation	tert-butoxycarbonylation			
MOP:0003295	O-sulfanediylation	sulfanediylation			
MOP:0003296	O-phenylsulfanylation	phenylsulfanylation			
MOP:0003297	O-methylsulfanylation	methylsulfanylation			
MOP:0003298	O-sulfaniumylation	sulfaniumylation			
MOP:0003299	O-disulfanidylation	disulfanidylation			
MOP:0003300	O-disulfanediylation	disulfanediylation			
MOP:0003301	O-disulfanylation	disulfanylation			
MOP:0003302	O-tetrasulfanylation	tetrasulfanylation			
MOP:0003303	O-tetrasulfanediylation	tetrasulfanediylation			
MOP:0003304	O-trisulfanylation	trisulfanylation			
MOP:0003305	O-trisulfanediylation	trisulfanediylation			
MOP:0003306	O-pentasulfanylation	pentasulfanylation			
MOP:0003307	O-diselanylation	diselanylation			
MOP:0003308	O-tellanylation	tellanylation			
MOP:0003309	O-tellanediylation	tellanediylation			
MOP:0003310	O-tellaniumylation	tellaniumylation			
MOP:0003311	O-ditellanylation	ditellanylation			
MOP:0003312	O-amidylation	amidylation			
MOP:0003313	O-azanediylation	azanediylation			
MOP:0003314	O-2-aminoethylation	2-aminoethylation			
MOP:0003315	O-4-aminobutylation	4-aminobutylation			
MOP:0003316	O-azanetriylation	azanetriylation			
MOP:0003317	O-hydrazine-1,2-diylation	hydrazine-1,2-diylation			
MOP:0003318	O-diazyn-1-ium-1-ylation	diazyn-1-ium-1-ylation			
MOP:0003319	O-phosphanetriylation	phosphanetriylation			
MOP:0003320	O-phosphanediylation	phosphanediylation			
MOP:0003321	O-phosphanylation	phosphanylation			
MOP:0003322	O-lambda(5)-phosphanylation	lambda(5)-phosphanylation			
MOP:0003323	O-phosphaniumylation	phosphaniumylation			
MOP:0003324	O-arsanylation	arsanylation			
MOP:0003325	O-arsanediylation	arsanediylation			
MOP:0003326	O-arsanetriylation	arsanetriylation			
MOP:0003327	O-arsaniumylation	arsaniumylation			
MOP:0003328	O-lambda(5)-arsanylation	lambda(5)-arsanylation			
MOP:0003329	O-stibaniumylation	stibaniumylation			
MOP:0003330	O-lambda(5)-stibanylation	lambda(5)-stibanylation			
MOP:0003331	O-boranylation	boranylation			
MOP:0003332	O-boranetriylation	boranetriylation			
MOP:0003333	O-boranediylation	boranediylation			
MOP:0003334	O-boranuidylation	boranuidylation			
MOP:0003335	O-germylation	germylation			
MOP:0003336	O-germanediylation	germanediylation			
MOP:0003337	O-germanetetraylation	germanetetraylation			
MOP:0003338	O-germanetriylation	germanetriylation			
MOP:0003339	O-silylation	silylation	MOP:0003339	O-silylation	silylation
MOP:0003340	O-silanediylation	silanediylation			
MOP:0003341	O-silanetriylation	silanetriylation			
MOP:0003342	O-silanetetraylation	silanetetraylation			
MOP:0003343	O-disilanylation	disilanylation			
MOP:0003344	O-alumanylation	alumanylation			
MOP:0003345	O-stannylation	stannylation			
MOP:0003346	O-stannanetriylation	stannanetriylation			
MOP:0003347	O-plumbanetriylation	plumbanetriylation			
MOP:0003348	O-plumbylation	plumbylation			
MOP:0003349	O-gallanylation	gallanylation			
MOP:0003350	O-indiganylation	indiganylation			
MOP:0003351	O-thallanylation	thallanylation			
MOP:0003352	O-phosphatidylation	phosphatidylation			
MOP:0003353	O-nucleosidylation	nucleosidylation			
MOP:0003354	O-guanosylation	guanosylation			
MOP:0003355	O-inosylation	inosylation			
MOP:0003356	O-thymidylation	thymidylation			
MOP:0003357	O-adenosylation	adenosylation			
MOP:0003358	O-5'-adenosylation	5'-adenosylation			
MOP:0003359	O-uridylation	uridylation			
MOP:0003360	O-cytidylation	cytidylation			
MOP:0003361	O-dolichylation	dolichylation			
MOP:0003362	O-2-trans,6-trans-farnesylation	2-trans,6-trans-farnesylation			
MOP:0003363	O-margarylation	margarylation			
MOP:0003364	O-methylation	methylation			
MOP:0003365	O-methanetetraylation	methanetetraylation			
MOP:0003366	O-methanetriylation	methanetriylation			
MOP:0003367	O-trichloromethylation	trichloromethylation			
MOP:0003368	O-trifluoromethylation	trifluoromethylation			
MOP:0003369	O-alkylation	alkylation			
MOP:0003370	O-butylation	butylation			
MOP:0003371	O-cerylation	cerylation			
MOP:0003372	O-decylation	decylation			
MOP:0003373	O-dodecylation	dodecylation			
MOP:0003374	O-heptylation	heptylation			
MOP:0003375	O-hexylation	hexylation			
MOP:0003376	O-myricylation	myricylation			
MOP:0003377	O-myristylation	myristylation			
MOP:0003378	O-nonylation	nonylation			
MOP:0003379	O-octylation	octylation			
MOP:0003380	O-palmitylation	palmitylation			
